"Data Source","World Development Indicators",

"Last Updated Date","2023-05-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"East Asia & Pacific (excluding high income)","EAP","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.6085882702602","76.3740376148151","76.2039394923636","75.9200048469103","75.8439094452345","75.6460534795873","75.4474099378145","75.1425658049192","74.954379404818","74.733507752781","74.5372309492915","74.0867355722522","73.5030980140682","73.0008273247576","72.5601183255199","72.0208902609861","71.5513164849637","71.3689255991778","70.924074998211","70.4413403314641","69.9993376947001","70.0591135437623","69.7570873651559","69.3087592914827","69.0781135409535","68.7785893972415","68.3614611020248","67.8585422724818","67.5966957130482","67.3301646431616","65.2032681464976","66.732288306069","66.7688348515087",
"Early-demographic dividend","EAR","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.0587180305949","57.0414476330407","57.0681020989765","56.9181720547916","57.1265001258845","57.2557944481317","57.482393371824","57.7177954520075","57.980369508425","58.2195897875716","58.3181528185377","57.9437613155667","57.4886890374389","57.2409019909995","57.0448605433935","56.7098854722333","56.6623268699517","56.7751972845996","56.649238342384","56.6300935521007","56.6380088127511","56.3904628982937","56.1902940632896","55.7345149181558","55.2094596444479","54.881811668611","54.4660112504236","54.0903682037873","53.7157950079734","54.5312971818177","52.960483427441","53.4804968062467","54.2287836443252",
"East Asia & Pacific","EAS","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.6922737004561","74.5440578452045","74.4234991606035","74.1615354642275","74.1170339717381","73.953672419015","73.8026778906683","73.5719536398662","73.3417149976582","73.1280928598494","72.9602000484126","72.5555711660305","72.0225642639549","71.5513801894694","71.1773130361837","70.7262466979117","70.3307995715856","70.1820458093544","69.7722198673444","69.3113632087069","68.9073964474503","68.9536220660794","68.6825452151465","68.3120180268266","68.1502465583896","67.9059797671673","67.571542631234","67.1685453350532","67.0031907232861","66.8108635628274","64.8939949727535","66.2717906368488","66.3422844251525",
"Europe & Central Asia (excluding high income)","ECA","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.5886888738278","62.5015254515019","62.1904678584235","60.7885131719382","60.3199358924702","59.9846796973447","59.3483942286305","58.4490510344104","57.9709616520938","59.1835403323006","58.6115874573015","57.9519483174457","57.9281010017443","57.435854824319","57.1703594190784","57.1406512775684","56.9870714356575","57.3124426702553","57.5898626614006","57.694480944376","57.8349135603566","58.1466627561205","58.1144651905623","58.17407049963","58.2264659108445","58.3270301234606","58.5521197098076","58.571095880457","58.5948197797678","58.2957394649691","57.1150417795893","57.8035415617729","",
"Europe & Central Asia","ECS","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.6561243478448","59.7895497577847","59.4001764676595","58.5950343770284","58.2783620435357","57.9654029762931","57.6619121679225","57.3213804431471","57.1981177019947","57.796639240686","57.6153466411727","57.2428428437345","57.1978193151446","57.0850272075639","56.9550251293154","57.1418288833549","57.2180830061724","57.4270339603005","57.6839541022517","57.7051759449853","57.7333903393594","57.8600117410557","57.9844853230578","57.9986505934414","58.0331998474838","58.0488880705393","58.2570950330627","58.3442318980227","58.400051389055","58.3445499452827","57.4104775384571","57.8519977233366","57.8095482759513",
"Ecuador","ECU","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.175","63.371","63.349","63.317","63.519","63.524","63.48","64.25","66.38","64.929","63.45","64.082","64.708","65.33","67.47","66.98","67.95","66.77","66.55","64.01","62.68","61.78","62.45","62.26","62.62","65.66","67.67","68.15","66.66","66.18","60.09","65.78","66.378",
"Egypt, Arab Rep.","EGY","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.653","46.72","47.19","47.89","48.88","47.92","47.279","46.639","46","47.52","46.222","44.93","43.19","44.129","45.073","46.02","46.97","47.93","47.55","47.9","49.37","48.79","48.49","48.44","48.12","46.98","46.63","44.95","43.3","42.2","41.54","41.317","41.824",
"Euro area","EMU","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.7613488316155","55.2525377995917","54.6840642702385","54.4327223354691","54.4109153376373","54.190315126633","54.2989440366928","54.3867375886001","54.678833475631","54.9949808465376","55.1036071748462","54.9828504788807","55.3466752549915","55.7607834941363","55.789681344435","56.2521747955833","56.5337049609905","56.7371351728315","56.9975549654285","56.9265157860566","56.8255043297196","56.8337724551758","57.0644890139712","56.9823329967126","56.867075650184","56.7638613788437","57.0064368758011","57.0845402413859","57.1416082067677","57.2813424025591","56.281788195756","56.7895971163063","57.545831032491",
"Eritrea","ERI","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.58","80.611","80.609","80.592","80.473","80.605","80.457","80.195","79.952","79.689","79.512","78.956","78.48","78.11","77.704","77.274","77.347","77.39","77.642","77.725","77.823","77.96","78.113","78.421","78.19","78.591","78.365","78.411","78.168","77.989","77.046","77.002","77.596",
"Spain","ESP","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.708","49.559","49.6","49.672","50.104","49.913","50.208","50.711","51.046","51.584","52.708","51.927","53.507","54.679","55.616","56.774","57.658","58.273","59.061","59.181","59.294","59.349","59.389","59.01","58.577","58.459","58.219","57.823","57.552","57.516","56.325","57.417","57.781",
"Estonia","EST","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.928","66.739","64.661","63.155","63.059","61.845","61.214","61.494","60.229","58.984","58.914","57.999","56.968","58.76","58.938","58.619","60.506","60.521","61.164","60.76","60.505","61.253","61.256","61.272","61.079","61.818","62.639","63.244","63.495","63.158","63.05","63.232","65.142",
"Ethiopia","ETH","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.861","77.895","77.918","77.929","77.93","78.328","78.72","79.108","79.49","79.867","80.239","80.605","80.967","81.323","81.674","82.02","81.924","81.827","81.731","81.633","81.536","81.437","81.339","81.24","81.113","80.987","80.884","80.777","80.67","80.567","79.802","80.396","80.583",
"European Union","EUU","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.6702944042484","57.0524510742656","56.5916300299188","56.1929327058865","55.963795940611","55.6266449518467","55.4820036237683","55.4773902800216","55.5881258959226","55.7836147726085","55.8332299518672","55.6964367453617","55.5825266906891","55.7377833151576","55.7171143803517","56.042383718804","56.2747723185694","56.4512297049172","56.6918702249223","56.6676310939482","56.6695696258751","56.6406809956297","56.8934995763919","56.867388683881","56.8796529504429","56.8056940289581","56.9867784837319","57.1876955958816","57.2492176321249","57.3879296908894","56.5619932245395","56.9481383101224","57.6574459835051",
"Fragile and conflict affected situations","FCS","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.8535281435283","64.893791455995","64.7684306440709","64.5851928467329","64.419788864826","64.3712350816423","64.3123979336296","64.2371245499767","64.1550432843469","64.0572955751753","63.947261069312","63.8070405370378","63.6315390493167","63.4599303699277","63.3554532231162","63.2345888534647","63.033792958107","62.8518681528074","62.6229681840266","62.3791698653961","62.1595680558117","62.0413552738428","61.3310024473481","60.7420479522785","60.7737522836344","60.8969113971978","60.9152025298314","60.8447857588396","60.9407954323119","60.7890962897686","59.7299708013207","60.7019510276679","61.603466313036",
"Finland","FIN","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.758","63.432","62.102","61.297","60.519","59.714","59.232","60.104","60.165","60.85","60.972","61.274","61.295","61.09","60.599","60.724","60.981","61.199","61.439","60.435","59.843","59.854","59.702","59.096","58.924","58.907","58.581","58.846","59.402","59.395","58.991","59.201","59.891",
"Fiji","FJI","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.754","59.87","59.722","59.7","59.591","59.555","59.45","59.294","59.139","58.983","58.826","58.67","58.514","58.357","58.2","56.73","57.806","58.876","59.936","60.988","62.029","63.06","61.688","60.298","58.89","58.236","57.58","57.478","57.412","57.437","56.346","56.372","56.692",
"France","FRA","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.85","55.41","55.56","55.55","55.48","55.44","55.77","55.45","55.46","55.75","55.7","55.5","55.71","56.41","56.25","56.24","56.15","56.28","56.37","56.58","56.51","56.26","56.47","56.44","56.11","56.01","55.81","55.64","55.62","55.27","54.53","55.85","56.265",
"Faroe Islands","FRO","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.236","50.285","50.319","50.336","50.333","50.309","50.279","50.227","50.158","50.075","49.981","49.871","49.754","49.634","49.515","49.402","49.233","49.079","48.945","48.832","48.74","48.629","48.531","48.454","48.399","48.359","48.448","48.528","48.599","48.652","46.355","46.941","47.654",
"United Kingdom","GBR","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.02","62.66","62.39","61.89","61.74","61.57","61.69","61.86","61.76","61.67","61.91","61.55","61.79","61.87","61.88","62.27","62.69","62.52","62.76","62.56","62.35","62.33","62.48","62.61","62.67","62.74","62.93","62.91","63.08","63.21","62.8","62.171","62.345",
"Georgia","GEO","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.81","66.331","66.91","67.556","68.283","67.794","66.726","65.781","65.4","66","64.1","66.21","64.95","66.02","64.77","64.05","62.2","63.3","63.49","64.59","65.49","66.22","67.55","67.15","67.7","68.78","68.42","66.212","63.93","62.93","63.4","63.818","63.774",
"Ghana","GHA","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.574","77.54","77.227","76.91","76.591","76.268","75.943","75.614","75.282","74.948","74.61","74.272","73.932","73.589","73.243","72.893","72.542","72.187","71.829","71.469","71.106","70.74","70.371","70","69.626","69.25","69.206","69.153","69.094","69.033","68.377","68.638","68.83",
"Gibraltar","GIB","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.759","63.877","63.965","64.029","64.072","64.097","64.184","64.246","64.285","64.301","64.294","64.371","64.42","63.773","63.12","62.463","61.801","61.134","60.464","59.789","59.111","58.429","57.744","57.056","56.365","55.672","54.977","54.279","53.58","52.88","52.378","52.266","52.367",
"Gambia, The","GMB","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.985","57.182","57.336","57.46","57.539","57.619","57.698","57.777","57.856","57.935","58.014","58.093","58.172","58.251","58.33","58.409","58.488","58.567","58.645","58.724","58.803","58.881","58.96","59.285","59.61","59.934","60.257","60.579","60.9","60.85","60.272","60.868","61.484",
"Guinea-Bissau","GNB","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.422","57.438","57.444","57.433","57.39","57.312","57.316","57.278","57.212","57.139","57.067","56.986","56.899","56.807","56.709","56.609","56.549","56.483","56.416","56.352","56.295","56.275","56.247","56.214","56.177","56.136","56.109","56.07","56.02","55.957","55.425","55.555","55.921",
"Equatorial Guinea","GNQ","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.669","57.668","57.688","57.704","57.678","57.605","57.483","57.322","57.155","57.011","56.896","56.802","56.706","56.629","56.574","56.535","56.452","56.366","56.295","56.235","56.173","56.124","56.05","55.977","55.911","55.844","55.816","55.761","55.704","55.65","54.085","54.472","55.03",
"Greece","GRC","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.552","49.154","49.892","49.935","50.578","50.988","51.646","51.427","52.523","52.85","52.792","51.959","52.349","52.737","53.451","53.295","53.412","53.171","53.075","53.424","53.422","52.559","52.268","52.006","51.745","51.793","51.813","51.647","51.423","51.518","50.576","50.365","51.65",
"Grenada","GRD","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.287","62.328","62.423","62.482","62.548","62.655","62.678","62.764","62.877","62.94","62.99","62.985","63.051","63.067","63.11","62.673","62.235","61.794","61.351","60.906","60.46","61.4","65.12","60.22","60.73","60.6","60.69","60.94","60.5","59.17","57.104","57.886","58.666",
"Guam","GUM","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.69","72.222","71.75","71.272","70.79","70.303","69.812","69.315","68.815","68.309","67.8","65.6","62.4","62.051","61.7","61.1","62.7","57.8","59.765","61.7","61.4","62.6","62.605","62.609","62.613","62.614","62.612","62.612","62.607","62.61","62.015","62.22","62.112",
"Guyana","GUY","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.555","58.838","59.179","59.53","59.226","58.921","58.616","58.31","58.003","57.696","57.388","57.079","56.77","56.605","56.441","56.276","56.111","55.945","55.78","55.614","55.449","55.283","55.117","54.951","54.785","54.619","54.453","54.286","54.12","50.08","49.604","50.014","50.105",
"High income","HIC","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.5895176245313","60.7334625500294","60.6158886777848","60.3739774133212","60.3785838033973","60.2643894618887","60.2921046600421","60.4362487383698","60.3509775213657","60.4045472324846","60.4883915719339","60.3055287293645","60.172306898658","60.1210186222074","60.077438479753","60.2763060485305","60.4562775827161","60.5234228291202","60.6405111010645","60.4066981845795","60.2262370570089","60.1251128073068","60.2225519830036","60.1951784908658","60.2262643698347","60.2323439361982","60.4451577071858","60.5732954607669","60.7634920649335","61.0202102700204","60.1614003301412","60.3454023362661","60.8972776500071",
"Hong Kong SAR, China","HKG","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.99","63.45","62.28","62.45","62.49","61.97","61.78","61.77","61.99","61.332","60.67","61.43","61.83","61.35","61.27","60.99","61.26","61.22","60.88","60.77","59.59","60.07","60.5","61.22","61.06","61.14","61.05","61.06","61.16","60.56","59.56","59.38","59.036",
"Honduras","HND","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.943","65.658","65.798","65.957","65.838","65.983","65.936","66.011","66.042","65.88","64.38","63.845","63.306","62.764","62.218","61.67","59.86","58.96","59.58","60.81","61.91","59.73","58.4","62.66","64.15","64.09","63.32","64.36","66.75","64.59","60.29","62.053","63.244",
"Heavily indebted poor countries (HIPC)","HPC","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.3412315098107","71.4241642433683","71.3879111578854","71.2375231898162","71.1540022976497","71.1851433991241","71.169180060994","71.1215936307206","71.0835771621121","71.0439272049961","70.9871534402395","70.9855991156307","70.968275954928","70.9189905789745","70.9168744717251","70.8880447039278","70.7267044599356","70.4577356592107","70.1951691242092","69.8966792742522","69.5984191109813","69.2810352665043","68.8366758938149","68.6497500597781","68.4156691163765","68.2004935817971","68.1718282346948","67.9998115593153","67.94060957108","67.8569170634925","66.8065798283828","68.4076082215611","68.7925353063236",
"Croatia","HRV","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.511","57.03","56.503","55.974","55.444","54.913","54.381","53.847","53.313","52.778","52.243","51.707","51.17","50.29","51.15","49.62","49.19","52.93","53.12","53.12","52.58","51.84","51.37","50.84","52.36","52.73","51.32","51.61","51.19","51.1","51.03","51.78","52.158",
"Haiti","HTI","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.75","66.419","66.087","65.753","65.417","65.08","64.623","64.164","63.702","63.237","62.77","62.983","63.196","63.408","63.619","63.83","64.191","64.551","64.909","65.265","65.62","65.808","65.769","65.836","65.917","65.926","65.942","65.982","65.998","65.874","65.248","65.337","65.576",
"Hungary","HUN","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.983","53.826","53.764","51.709","50.076","49.116","48.022","47.32","48.068","49.013","49.305","48.811","48.857","49.693","49.377","50.161","50.696","50.466","50.097","49.968","50.39","50.588","51.365","51.898","53.412","54.496","55.439","56.042","56.513","56.872","56.71","59.312","59.706",
"IBRD only","IBD","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.2660091083581","66.109621969408","65.9795369695796","65.6868675041287","65.586708444992","65.5439360240381","65.3820913915777","65.3396009019853","65.3071532099112","65.4541195302984","65.3837807264341","64.9525936386996","64.4812614342742","64.0889593583321","63.7889156057471","63.46240980952","63.2492394971734","63.1680562305346","62.9234830143126","62.7276736473936","62.4402094782872","62.2475867366384","61.9789712573195","61.4728061090416","61.0279760969195","60.6310537264592","60.1716752343975","59.6703557093756","59.2295902798684","59.5511665661013","57.4269917123727","58.518951929147","58.8915760376143",
"IDA & IBRD total","IBT","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.8206565819996","65.6905945086647","65.5695678493639","65.3057998953171","65.217389912439","65.1488460953336","65.0285911534471","65.0000169040104","64.9716608817346","65.0766943758086","64.9974152387641","64.6241000419042","64.2229825711952","63.8885632167441","63.6321381424343","63.3403117512787","63.1248830501164","63.014443372616","62.7757431001658","62.5887541017481","62.331728870263","62.1376478694104","61.8373522312751","61.3763415092116","61.0036260818177","60.7313672384528","60.368000951218","60.0164911335885","59.6732315439975","59.9517676125687","58.138701097982","59.180376908386","59.576425829566",
"IDA total","IDA","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.6887887255914","63.6986868172443","63.6359642655923","63.5247516408749","63.5073569581508","63.3357472040356","63.4194599228711","63.4651499069465","63.4673569917305","63.3996121304066","63.296798174143","63.1916235870351","63.1064490215137","63.029629347175","62.965957686101","62.8260120446701","62.6063325225307","62.3811948808881","62.1736064621119","62.0293609322648","61.9007388505001","61.7066679374724","61.2887736554325","61.0066583982986","60.9113151573666","61.107295040908","61.0943386767575","61.2788556527846","61.2666201148948","61.3679979549567","60.6134686034819","61.5773236477346","61.9172198074606",
"IDA blend","IDB","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.1893275561189","58.336886420649","58.4434071359022","58.2640788228107","58.2589249233966","57.9178058682265","58.2446923392803","58.5581501271801","58.4432001111538","58.4853998344971","58.5339912569167","58.4770106367206","58.4455440107254","58.4711535026228","58.4686834249228","58.2560811969774","58.0601720966691","58.0033114643852","57.8865021458829","57.9545595442059","58.0290392439369","57.9081369832214","57.2005027005015","56.4812469748571","56.4625202669149","57.1095507317988","57.1936830078465","57.2588582147292","57.306182933965","57.7385644627098","57.1851928743311","57.9899103394809","58.2777289859716",
"Indonesia","IDN","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.37","65.95","66.32","65.63","66.8","66.835","66.87","66.34","66.93","67.22","67.76","67.13","65.98","65.67","65.67","64.4","64.21","66.23","66.37","66.05","66.58","66.91","67.42","66.76","66.62","66.58","66.31","66.69","67.65","68.24","67.4","65.87","66.613",
"IDA only","IDX","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.3794812699973","66.3313229026721","66.1795118513646","66.0931875187263","66.0691742110182","65.9832409000872","65.9578597522203","65.8827618476057","65.9514181846631","65.8357737453472","65.6705943369011","65.5547390194232","65.443905245143","65.312424298748","65.2182580583395","65.114329326023","64.881952170716","64.5738317131938","64.324241090004","64.0773092629489","63.850378263478","63.6202302029114","63.3446948160924","63.2774977558087","63.1379470447533","63.1003106178896","63.0277640667548","63.2609294074925","63.2113292008094","63.1428979489129","62.2843690937801","63.4835467744279","63.84731330922",
"Isle of Man","IMN","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.212","54.161","54.127","54.11","54.11","54.628","55.145","55.66","56.175","56.688","57.2","56.691","56.18","55.668","55.154","54.64","54.658","54.676","54.694","54.712","54.73","54.076","53.42","52.446","51.469","50.492","49.514","48.536","47.56","49.35","48.163","48.538","49.487",
"Not classified","INX","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.28","56.53","55.19","55.81","56.46","56.61","57.41","58.1","60.07","61.63","62.53","62.44","62.58","62.79","63.07","65.11","65.86","66.62","65.94","64.09","62.6","61.96","61.64","61.96","61.75","61.82","62.18","61.98","62.16","62.34","61.12","63.3","65.537",
"Iran, Islamic Rep.","IRN","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.531","46.11","45.509","44.909","44.311","43.715","43.12","43.376","43.633","43.89","44.148","44.406","44.664","44.922","45.181","45.44","44.57","43.66","41.44","42.37","41.6","39.99","40.56","40.54","40.23","41.35","42.59","43.74","44.03","43.69","40.95","41.905","42.58",
"Iraq","IRQ","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.596","42.563","42.382","42.413","42.433","42.39","42.389","42.26","42.205","42.15","42.095","42.04","41.985","41.93","41.875","41.82","41.765","41.71","41.566","41.422","41.278","41.134","40.99","41.957","42.93","43.04","43.15","41.89","42.14","42.101","40.733","39.66","40.367",
"Iceland","ISL","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.694","74.681","75.279","74.541","74.6","76.987","75.762","74.778","76.136","77.379","78.548","78.232","77.247","77.657","76.642","75.931","76.957","77.169","76.494","74.894","74.893","74.249","74.329","75.053","76.348","77.158","77.992","77.179","76.149","75.529","73.47","73.366","75.329",
"Israel","ISR","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.82","59.02","59.49","60.89","61.72","62.12","61.43","61.03","60.45","60.77","61.35","61.33","60.56","60.88","61.37","61.8","62.22","62.77","62.81","62.87","63.26","63.04","63.58","63.68","64.21","64.09","64.14","64","63.93","63.5","61.79","62.907","63.623",
"Italy","ITA","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.73","50.69","48.67","48.18","47.68","47.27","47.42","47.47","47.76","48.03","48.13","48.29","48.76","49.24","49.68","49.11","49.08","48.75","49.1","48.48","48.2","48.14","49.08","48.79","49.06","48.97","49.5","49.81","49.92","49.89","48.51","48.57","49.44",
